temp,atemp,hum,windspeed,casual,registered,cnt,season,yr,mnth,hr,holiday,workingday,weathersit,weekday
0.22,0.2273,0.47,0.194,1,19,20,winter,2012,December,1,0,0,Clear,Sunday
0.76,0.7424,0.75,0.1045,8,5,13,summer,2011,July,4,0,1,Clear,Friday
0.58,0.5455,0.64,0.2836,4,6,10,fall,2012,September,3,0,1,Mist,Wednesday
0.26,0.2576,1.0,0.194,3,53,56,winter,2011,February,21,0,0,Clear,Saturday
0.76,0.7121,0.58,0.3582,66,224,290,summer,2012,August,13,0,1,Mist,Friday
0.5,0.4848,0.59,0.1045,4,16,20,spring,2011,May,1,0,1,Mist,Wednesday
0.26,0.2273,0.65,0.3582,2,206,208,winter,2012,December,8,0,1,Clear,Thursday
0.68,0.6364,0.83,0.194,48,136,184,summer,2011,July,22,0,1,Clear,Wednesday
0.54,0.5152,0.39,0.2985,35,386,421,spring,2011,April,8,0,1,Clear,Friday
0.6,0.6212,0.53,0.0896,39,234,273,fall,2011,September,20,0,1,Clear,Thursday
0.36,0.3485,0.71,0.1642,40,175,215,fall,2012,December,14,0,1,Mist,Friday
0.46,0.4545,0.82,0.1045,121,142,263,spring,2011,April,13,0,0,Clear,Sunday
0.32,0.3182,0.49,0.194,4,17,21,fall,2012,November,6,0,0,Mist,Saturday
0.16,0.1818,0.93,0.1045,2,35,37,winter,2012,January,23,0,0,Mist,Sunday
0.42,0.4242,0.71,0.0,100,292,392,fall,2012,October,12,0,0,Mist,Sunday
0.38,0.3939,0.0,0.2836,1,43,44,winter,2011,March,8,0,1,Light Snow,Thursday
0.52,0.5,0.88,0.4925,14,109,123,fall,2011,October,10,0,1,Light Snow,Wednesday
0.34,0.3333,0.87,0.194,3,37,40,spring,2011,April,13,0,1,Light Snow,Friday
0.36,0.3485,0.71,0.1642,7,19,26,fall,2011,November,21,1,0,Clear,Thursday
0.64,0.5909,0.78,0.1343,12,45,57,spring,2011,June,7,0,0,Clear,Saturday
0.24,0.2424,0.87,0.1343,7,56,63,fall,2012,December,7,0,0,Mist,Saturday
0.22,0.1818,0.37,0.5821,2,29,31,winter,2012,March,23,0,1,Clear,Monday
0.68,0.6364,0.79,0.2239,17,69,86,summer,2011,August,1,0,0,Clear,Sunday
0.72,0.6818,0.66,0.1343,32,275,307,summer,2012,August,21,0,1,Clear,Thursday
0.7,0.6515,0.48,0.194,61,177,238,summer,2011,July,12,0,1,Clear,Friday
0.46,0.4545,0.59,0.0,20,280,300,fall,2011,November,19,0,1,Clear,Monday
0.22,0.197,0.37,0.3284,4,56,60,winter,2011,February,15,0,1,Clear,Thursday
0.5,0.4848,0.72,0.194,6,34,40,fall,2011,October,0,0,1,Clear,Thursday
0.36,0.3333,0.76,0.2836,0,3,3,fall,2012,December,3,0,1,Light Snow,Tuesday
0.48,0.4697,0.44,0.1045,223,361,584,spring,2012,April,12,0,0,Clear,Sunday
0.74,0.697,0.7,0.0896,28,181,209,summer,2011,July,9,0,1,Clear,Wednesday
0.34,0.3333,0.46,0.1642,7,194,201,winter,2012,February,20,0,1,Clear,Monday
0.66,0.6212,0.41,0.0896,62,211,273,winter,2012,March,13,0,1,Mist,Thursday
0.52,0.5,0.77,0.194,22,80,102,spring,2012,May,23,0,0,Clear,Sunday
0.26,0.2576,0.75,0.2239,0,12,12,fall,2012,November,1,0,1,Mist,Wednesday
0.3,0.3182,0.49,0.0,7,522,529,winter,2012,February,8,0,1,Clear,Tuesday
0.4,0.4091,0.37,0.0896,30,458,488,winter,2012,February,17,0,1,Clear,Friday
0.5,0.4848,0.36,0.194,251,364,615,fall,2012,October,15,0,0,Clear,Saturday
0.5,0.4848,0.42,0.2239,55,79,134,spring,2011,March,15,0,1,Clear,Tuesday
0.82,0.7727,0.57,0.194,108,288,396,summer,2012,August,10,0,0,Clear,Saturday
0.66,0.6061,0.83,0.2239,130,121,251,spring,2011,May,10,0,0,Mist,Sunday
0.24,0.2576,0.75,0.0896,17,313,330,fall,2012,November,9,0,1,Clear,Friday
0.46,0.4545,0.55,0.0,36,86,122,spring,2011,April,11,0,1,Mist,Thursday
0.44,0.4394,0.44,0.2836,11,161,172,fall,2012,December,11,0,1,Clear,Wednesday
0.86,0.7879,0.41,0.2537,39,121,160,summer,2011,July,14,0,1,Clear,Thursday
0.66,0.6061,0.78,0.0,2,5,7,summer,2011,June,2,0,1,Clear,Wednesday
0.24,0.2576,0.44,0.0896,6,39,45,winter,2011,February,22,0,0,Clear,Saturday
0.72,0.6667,0.51,0.2239,41,208,249,spring,2012,May,13,0,1,Mist,Tuesday
0.84,0.803,0.53,0.194,45,423,468,summer,2011,July,17,0,1,Clear,Thursday
0.6,0.6212,0.4,0.1642,63,208,271,fall,2012,October,14,0,1,Clear,Wednesday
0.14,0.0909,0.39,0.5821,7,129,136,winter,2012,January,16,0,1,Clear,Tuesday
0.66,0.6212,0.54,0.0,11,14,25,summer,2012,June,1,0,1,Clear,Thursday
0.6,0.5758,0.78,0.1343,4,5,9,spring,2012,May,5,1,0,Clear,Monday
0.3,0.2727,0.75,0.3881,17,255,272,spring,2012,April,9,0,1,Mist,Monday
0.32,0.3333,0.66,0.0896,0,1,1,spring,2012,April,4,0,1,Clear,Tuesday
0.44,0.4394,0.47,0.2537,18,129,147,winter,2012,February,22,0,1,Mist,Wednesday
0.32,0.303,0.81,0.2239,7,145,152,spring,2012,April,21,0,1,Mist,Monday
0.62,0.5909,0.73,0.1343,45,154,199,spring,2012,May,10,0,1,Mist,Friday
0.7,0.6667,0.79,0.194,28,415,443,summer,2011,July,8,0,1,Mist,Thursday
0.58,0.5455,0.83,0.0,38,681,719,spring,2012,May,8,0,1,Clear,Wednesday
0.34,0.3636,0.81,0.0,9,39,48,fall,2012,November,3,0,0,Clear,Sunday
0.24,0.2273,0.81,0.194,0,8,8,winter,2012,February,3,1,0,Mist,Monday
0.5,0.4848,0.55,0.4179,124,206,330,fall,2012,October,9,0,0,Mist,Sunday
0.56,0.5303,0.78,0.0896,5,24,29,winter,2012,March,0,0,1,Mist,Tuesday
0.68,0.6364,0.57,0.1343,63,373,436,summer,2011,September,19,0,1,Clear,Monday
0.68,0.6364,0.89,0.1642,15,42,57,summer,2012,July,3,0,0,Mist,Sunday
0.52,0.5,0.39,0.194,71,342,413,fall,2012,October,18,0,0,Clear,Sunday
0.34,0.303,0.71,0.3582,12,117,129,spring,2012,April,12,0,1,Light Snow,Monday
0.66,0.6212,0.74,0.0896,6,19,25,summer,2011,July,3,0,0,Clear,Sunday
0.4,0.4091,0.4,0.1045,26,225,251,fall,2012,November,14,0,1,Mist,Friday
0.74,0.6818,0.55,0.1045,69,378,447,summer,2012,July,20,0,1,Mist,Monday
0.62,0.5909,0.73,0.0896,3,5,8,summer,2011,September,3,0,1,Clear,Thursday
0.62,0.5909,0.78,0.0896,5,28,33,summer,2011,September,0,0,1,Clear,Wednesday
0.3,0.3182,0.81,0.0896,8,16,24,winter,2011,December,12,0,1,Light Snow,Tuesday
0.34,0.3333,0.53,0.1642,1,45,46,winter,2012,March,0,0,1,Clear,Friday
0.58,0.5455,0.81,0.1343,39,145,184,spring,2012,May,11,0,1,Mist,Wednesday
0.24,0.2273,0.44,0.2239,2,8,10,fall,2011,November,2,0,1,Clear,Friday
0.42,0.4242,0.77,0.2985,0,2,2,winter,2011,January,6,0,0,Light Snow,Sunday
0.32,0.2879,0.61,0.3582,17,72,89,spring,2011,April,11,0,1,Clear,Friday
0.6,0.5909,0.69,0.1045,1,5,6,summer,2011,August,3,0,1,Clear,Monday
0.12,0.1212,0.5,0.2239,0,3,3,winter,2011,January,2,0,1,Clear,Monday
0.54,0.5152,0.64,0.1642,23,204,227,fall,2011,October,20,0,1,Clear,Tuesday
0.7,0.6364,0.39,0.3284,72,529,601,spring,2011,June,17,0,1,Clear,Monday
0.5,0.4848,0.29,0.2985,201,286,487,winter,2012,March,15,0,0,Clear,Sunday
0.18,0.197,0.74,0.1642,1,5,6,spring,2011,March,4,0,0,Light Snow,Sunday
0.68,0.6364,0.51,0.0,51,100,151,summer,2011,August,23,0,1,Clear,Friday
0.24,0.197,0.41,0.5522,0,17,17,winter,2011,February,2,0,0,Clear,Sunday
0.66,0.6061,0.78,0.0896,94,206,300,summer,2012,July,21,0,0,Clear,Saturday
0.44,0.4394,0.77,0.0,14,43,57,fall,2012,September,7,0,0,Clear,Sunday
0.34,0.3333,0.0,0.1343,4,30,34,winter,2011,March,22,0,1,Mist,Thursday
0.38,0.3939,0.54,0.2985,10,112,122,fall,2011,November,11,0,1,Clear,Wednesday
0.28,0.2727,0.89,0.1642,45,211,256,fall,2012,December,10,0,0,Mist,Saturday
0.58,0.5455,0.56,0.0,176,221,397,fall,2011,October,11,0,0,Clear,Saturday
0.54,0.5152,0.83,0.2239,0,3,3,summer,2011,September,3,0,1,Mist,Tuesday
0.26,0.2424,0.38,0.2537,35,78,113,winter,2011,January,15,0,0,Clear,Sunday
0.74,0.697,0.57,0.1642,15,82,97,spring,2011,June,23,0,1,Mist,Thursday
0.66,0.6061,0.83,0.5821,27,266,293,summer,2012,September,9,0,1,Mist,Tuesday
0.6,0.5455,0.88,0.0,1,13,14,fall,2011,September,1,0,1,Clear,Wednesday
0.84,0.8182,0.56,0.2537,73,206,279,summer,2012,July,12,0,1,Clear,Thursday
0.56,0.5303,0.88,0.1045,125,150,275,spring,2012,March,10,0,1,Mist,Friday
0.5,0.4848,0.93,0.1343,28,318,346,spring,2012,March,7,0,1,Mist,Friday
0.16,0.197,0.55,0.0896,3,92,95,winter,2011,January,19,0,1,Clear,Friday
0.28,0.303,0.81,0.0896,16,514,530,winter,2012,January,8,0,1,Mist,Thursday
0.5,0.4848,0.68,0.0896,44,746,790,summer,2012,September,8,0,1,Clear,Thursday
0.5,0.4848,0.72,0.0,2,6,8,summer,2012,September,4,0,0,Clear,Sunday
0.62,0.6212,0.41,0.194,56,540,596,summer,2012,September,19,0,1,Clear,Tuesday
0.5,0.4848,0.88,0.1343,2,8,10,spring,2012,March,2,0,1,Clear,Wednesday
0.48,0.4697,0.36,0.2836,142,222,364,winter,2012,February,17,0,0,Clear,Saturday
0.48,0.4697,0.55,0.2537,75,172,247,fall,2012,October,20,0,0,Clear,Saturday
0.38,0.3939,0.32,0.3582,3,156,159,winter,2012,March,20,0,1,Clear,Friday
0.5,0.4848,0.36,0.194,39,141,180,spring,2011,May,21,0,1,Clear,Thursday
0.22,0.2273,0.64,0.194,0,2,2,winter,2011,January,3,0,1,Clear,Monday
0.26,0.2576,0.5,0.2239,9,73,82,winter,2011,February,13,0,1,Mist,Friday
0.6,0.6212,0.53,0.1343,7,7,14,spring,2011,April,2,0,1,Mist,Tuesday
0.8,0.7424,0.52,0.2239,53,201,254,summer,2011,August,21,0,1,Clear,Tuesday
0.34,0.3182,0.66,0.2239,13,30,43,fall,2011,November,7,0,0,Clear,Sunday
0.28,0.2576,0.45,0.3284,0,46,46,fall,2011,November,6,1,0,Clear,Friday
0.62,0.6061,0.61,0.0896,45,396,441,fall,2012,October,20,0,1,Mist,Wednesday
0.42,0.4242,0.82,0.0,2,8,10,spring,2011,May,4,0,0,Clear,Sunday
0.34,0.3333,0.25,0.1642,29,77,106,spring,2011,March,12,0,1,Clear,Tuesday
0.16,0.2273,0.64,0.0,7,43,50,winter,2011,February,11,0,1,Clear,Tuesday
0.58,0.5455,0.83,0.0,28,149,177,spring,2011,May,21,0,1,Clear,Monday
0.7,0.6515,0.51,0.194,105,160,265,summer,2011,July,14,0,1,Clear,Friday
0.56,0.5303,0.68,0.3284,12,50,62,spring,2011,May,23,0,1,Mist,Tuesday
0.64,0.6061,0.73,0.194,27,111,138,spring,2011,May,9,0,1,Mist,Tuesday
0.58,0.5455,0.9,0.0896,19,102,121,fall,2011,September,8,0,0,Mist,Saturday
0.42,0.4242,0.67,0.2537,47,252,299,winter,2012,March,12,0,0,Mist,Saturday
0.62,0.5758,0.83,0.0896,141,266,407,fall,2011,September,12,0,0,Mist,Saturday
0.26,0.2879,0.56,0.0896,6,82,88,winter,2012,January,11,0,1,Mist,Monday
0.64,0.6212,0.33,0.3284,29,195,224,winter,2011,February,18,0,1,Clear,Friday
0.64,0.6212,0.36,0.194,293,366,659,spring,2012,May,13,0,0,Clear,Saturday
0.48,0.4697,0.67,0.6119,22,222,244,summer,2011,September,18,0,1,Light Snow,Thursday
0.32,0.3333,0.49,0.0896,21,54,75,winter,2011,December,18,1,0,Clear,Monday
0.32,0.303,0.57,0.3284,18,171,189,winter,2011,December,9,0,1,Clear,Wednesday
0.26,0.2727,0.6,0.1343,8,90,98,winter,2012,February,10,0,1,Mist,Tuesday
0.58,0.5455,0.56,0.1343,40,334,374,fall,2011,October,19,0,1,Clear,Wednesday
0.84,0.7727,0.47,0.2836,83,231,314,summer,2012,July,13,0,1,Clear,Friday
0.68,0.6364,0.79,0.3284,17,296,313,summer,2011,August,7,0,1,Mist,Thursday
0.42,0.4242,0.41,0.2985,52,90,142,fall,2011,November,11,1,0,Clear,Thursday
0.34,0.3333,0.34,0.194,33,95,128,winter,2011,January,16,0,0,Mist,Saturday
0.34,0.3182,0.53,0.2836,1,2,3,spring,2011,April,4,0,1,Clear,Friday
0.58,0.5455,0.6,0.4179,22,199,221,spring,2011,March,19,0,1,Clear,Monday
0.54,0.5152,0.83,0.1343,53,172,225,fall,2012,October,10,0,1,Mist,Thursday
0.24,0.2879,0.6,0.0,9,82,91,winter,2011,January,17,0,0,Clear,Saturday
0.7,0.6515,0.51,0.1045,13,105,118,summer,2012,July,1,0,0,Mist,Saturday
0.84,0.7273,0.28,0.1343,204,288,492,spring,2012,June,13,0,0,Clear,Sunday
0.5,0.4848,0.59,0.194,59,126,185,winter,2011,February,12,0,1,Clear,Friday
0.7,0.6667,0.74,0.1642,3,9,12,summer,2012,July,3,0,1,Clear,Friday
0.6,0.5455,0.88,0.1343,1,7,8,summer,2011,September,3,0,1,Clear,Wednesday
0.3,0.2727,0.49,0.3881,5,69,74,fall,2012,December,23,0,1,Clear,Wednesday
0.72,0.6818,0.62,0.1642,60,154,214,summer,2011,July,22,0,0,Clear,Saturday
0.3,0.2727,1.0,0.2985,1,2,3,winter,2011,March,1,0,1,Light Snow,Wednesday
0.46,0.4545,0.82,0.194,28,301,329,fall,2012,October,21,0,1,Clear,Wednesday
0.04,0.0606,0.41,0.1642,3,50,53,winter,2011,January,10,0,0,Mist,Saturday
0.4,0.4091,0.71,0.1045,132,228,360,spring,2012,April,10,0,0,Mist,Sunday
0.5,0.4848,0.82,0.2836,0,4,4,spring,2011,May,2,0,1,Light Snow,Wednesday
0.4,0.4091,0.94,0.0896,14,493,507,fall,2012,December,18,0,1,Mist,Monday
0.5,0.4848,0.55,0.194,31,719,750,fall,2012,September,8,0,1,Clear,Monday
0.56,0.5303,0.68,0.0,35,260,295,fall,2012,October,21,0,1,Clear,Tuesday
0.36,0.3788,0.81,0.0,13,114,127,fall,2011,November,21,0,1,Clear,Tuesday
0.74,0.6818,0.62,0.2239,59,148,207,summer,2011,July,21,0,0,Clear,Sunday
0.72,0.6667,0.54,0.3881,41,165,206,spring,2011,June,12,0,1,Clear,Thursday
0.36,0.3788,0.71,0.0,18,154,172,winter,2012,January,21,0,1,Clear,Tuesday
0.24,0.2576,0.48,0.1045,1,53,54,winter,2011,January,20,0,1,Clear,Tuesday
0.64,0.5758,0.89,0.1642,6,36,42,summer,2012,June,6,0,0,Clear,Saturday
0.3,0.2727,0.49,0.3582,12,211,223,fall,2012,November,20,0,1,Clear,Tuesday
0.76,0.697,0.52,0.0,29,142,171,spring,2011,June,21,0,1,Light Snow,Thursday
0.92,0.8485,0.35,0.194,40,100,140,spring,2011,June,12,0,1,Clear,Thursday
0.34,0.3182,0.76,0.2239,0,6,6,spring,2011,April,5,0,1,Clear,Thursday
0.72,0.6515,0.45,0.0,96,204,300,summer,2012,August,20,0,0,Clear,Sunday
0.2,0.2121,0.37,0.1642,11,163,174,winter,2012,January,16,0,1,Mist,Friday
0.48,0.4697,1.0,0.2239,6,69,75,fall,2011,December,14,0,1,Light Snow,Tuesday
0.82,0.7727,0.49,0.3881,71,185,256,spring,2012,May,15,0,1,Clear,Tuesday
0.76,0.7121,0.62,0.0896,56,228,284,summer,2012,July,22,0,1,Clear,Monday
0.44,0.4394,0.44,0.1642,73,259,332,fall,2012,October,19,0,0,Clear,Saturday
0.62,0.5909,0.73,0.194,5,33,38,summer,2011,September,7,0,0,Clear,Saturday
0.56,0.5303,0.43,0.1642,79,213,292,spring,2012,May,9,0,0,Clear,Saturday
0.54,0.5152,0.45,0.2537,25,252,277,spring,2011,June,7,0,1,Clear,Friday
0.78,0.6818,0.38,0.0,97,235,332,summer,2012,August,12,0,1,Clear,Thursday
0.36,0.3333,0.66,0.2537,0,5,5,fall,2012,November,2,0,1,Mist,Monday
0.56,0.5303,0.64,0.194,28,246,274,summer,2012,September,21,0,1,Clear,Thursday
0.76,0.6818,0.45,0.2985,74,196,270,summer,2012,June,12,0,1,Mist,Monday
0.74,0.6667,0.48,0.0896,65,616,681,spring,2012,May,17,0,1,Clear,Tuesday
0.7,0.6364,0.45,0.1343,9,17,26,summer,2011,August,1,0,1,Clear,Thursday
0.6,0.6061,0.64,0.0,46,122,168,fall,2011,September,10,0,1,Clear,Friday
0.7,0.6667,0.84,0.4179,28,128,156,summer,2011,August,9,0,0,Mist,Saturday
0.64,0.6061,0.73,0.1642,54,111,165,spring,2011,June,21,0,0,Clear,Sunday
0.7,0.6667,0.79,0.0896,14,108,122,summer,2011,September,13,0,1,Clear,Friday
0.26,0.2727,0.65,0.1045,3,30,33,winter,2011,January,20,0,0,Mist,Sunday
0.02,0.0303,0.44,0.2239,0,2,2,winter,2011,January,6,0,0,Mist,Saturday
0.72,0.6515,0.3,0.0896,149,502,651,summer,2011,August,14,0,1,Clear,Tuesday
0.34,0.303,0.46,0.3881,19,274,293,fall,2012,December,20,0,1,Clear,Wednesday
0.72,0.6818,0.7,0.2985,6,18,24,summer,2011,July,6,0,0,Clear,Saturday
0.38,0.3939,0.94,0.194,6,158,164,spring,2011,April,8,0,1,Light Snow,Wednesday
0.56,0.5303,0.46,0.2537,42,244,286,spring,2011,April,19,0,1,Clear,Monday
0.52,0.5,0.77,0.0,54,133,187,fall,2011,October,21,0,0,Clear,Saturday
0.7,0.6515,0.7,0.0896,27,38,65,summer,2011,July,7,0,0,Clear,Sunday
0.42,0.4242,0.54,0.194,66,121,187,winter,2011,February,17,0,0,Clear,Sunday
0.4,0.4091,0.58,0.194,12,61,73,fall,2011,November,0,0,0,Mist,Sunday
0.46,0.4545,0.59,0.1642,50,260,310,winter,2011,March,18,0,1,Mist,Thursday
0.24,0.2576,0.75,0.1045,0,64,64,winter,2012,January,8,0,0,Clear,Saturday
0.26,0.2121,0.56,0.4478,31,89,120,winter,2012,December,15,0,1,Mist,Thursday
0.7,0.6515,0.61,0.1045,43,110,153,summer,2012,July,8,1,0,Clear,Wednesday
0.56,0.5303,0.64,0.2239,68,268,336,fall,2012,October,19,0,0,Clear,Sunday
0.62,0.6212,0.46,0.194,82,176,258,spring,2012,April,14,0,1,Mist,Wednesday
0.42,0.4242,0.44,0.4925,81,101,182,winter,2011,March,15,0,0,Clear,Saturday
0.76,0.697,0.52,0.2985,1,5,6,summer,2011,July,2,0,1,Clear,Wednesday
0.24,0.2273,0.56,0.194,18,79,97,winter,2011,January,13,0,1,Clear,Tuesday
0.64,0.5758,0.89,0.1642,2,27,29,summer,2012,August,5,0,1,Clear,Friday
0.56,0.5303,0.88,0.2239,37,109,146,fall,2012,October,13,0,1,Mist,Monday
0.62,0.5455,0.94,0.1045,1,6,7,spring,2011,May,5,1,0,Mist,Monday
0.34,0.3636,0.42,0.0,18,220,238,fall,2012,December,13,0,1,Mist,Wednesday
0.4,0.4091,0.87,0.2239,5,75,80,fall,2011,November,20,0,1,Light Snow,Monday
0.28,0.2424,0.33,0.4478,4,25,29,winter,2011,February,23,0,0,Clear,Saturday
0.3,0.2879,0.28,0.194,7,55,62,winter,2011,January,15,0,1,Clear,Wednesday
0.3,0.2879,0.56,0.194,0,7,7,spring,2011,March,5,0,1,Mist,Wednesday
0.56,0.5303,0.64,0.2985,76,371,447,fall,2012,October,16,0,1,Clear,Monday
0.34,0.3333,0.29,0.1343,19,190,209,fall,2011,November,16,0,1,Clear,Friday
0.12,0.197,0.8,0.0,3,7,10,winter,2011,February,3,0,0,Clear,Saturday
0.56,0.5303,0.6,0.1045,39,372,411,spring,2011,April,17,0,1,Clear,Tuesday
0.26,0.2576,0.7,0.1642,0,7,7,fall,2012,November,2,0,1,Mist,Thursday
0.74,0.7121,0.79,0.1343,12,22,34,summer,2011,July,1,0,1,Clear,Friday
0.16,0.1515,0.8,0.194,0,37,37,winter,2011,February,23,0,1,Light Snow,Wednesday
0.42,0.4242,0.54,0.1343,59,206,265,spring,2012,April,9,0,0,Clear,Saturday
0.22,0.2273,0.69,0.194,3,7,10,winter,2011,January,2,0,1,Light Snow,Wednesday
0.22,0.2273,0.69,0.1343,4,68,72,winter,2012,March,8,0,0,Clear,Sunday
0.74,0.697,0.66,0.2239,37,112,149,summer,2011,August,11,0,1,Mist,Thursday
0.74,0.697,0.7,0.2239,72,254,326,summer,2011,June,20,0,1,Light Snow,Tuesday
0.42,0.4242,0.77,0.4179,4,4,8,spring,2012,March,4,0,0,Clear,Saturday
0.32,0.2879,0.45,0.4478,15,186,201,fall,2011,November,9,1,0,Clear,Friday
0.66,0.6061,0.83,0.2239,21,247,268,summer,2011,June,7,0,1,Mist,Friday
0.66,0.6212,0.74,0.2537,29,133,162,summer,2012,August,8,0,0,Mist,Saturday
0.62,0.5909,0.73,0.0896,0,4,4,spring,2012,June,3,0,1,Mist,Friday
0.5,0.4848,0.25,0.0,35,90,125,winter,2011,March,13,0,1,Clear,Wednesday
0.56,0.5303,0.73,0.2537,12,28,40,spring,2012,June,0,0,1,Clear,Monday
0.52,0.5,0.27,0.2836,35,259,294,winter,2012,January,16,0,1,Clear,Friday
0.68,0.6364,0.65,0.1343,67,181,248,spring,2012,May,14,0,1,Clear,Wednesday
0.84,0.803,0.53,0.3284,53,111,164,summer,2011,July,15,0,1,Clear,Monday
0.3,0.2879,0.49,0.2537,0,13,13,fall,2011,November,5,1,0,Clear,Friday
0.58,0.5455,0.6,0.2836,134,310,444,fall,2012,November,14,1,0,Clear,Monday
0.14,0.1364,0.43,0.2239,6,54,60,winter,2011,January,13,0,1,Mist,Monday
0.74,0.6818,0.55,0.3284,60,175,235,summer,2011,August,12,0,1,Clear,Wednesday
0.64,0.6212,0.44,0.2836,86,304,390,spring,2012,April,16,0,1,Mist,Wednesday
0.72,0.6818,0.66,0.2239,268,251,519,spring,2012,May,11,0,0,Clear,Sunday
0.32,0.3333,0.7,0.1045,6,82,88,winter,2011,February,20,0,1,Mist,Monday
0.54,0.5152,0.68,0.2537,0,12,12,summer,2012,September,1,0,1,Mist,Wednesday
0.52,0.5,0.88,0.194,3,168,171,fall,2012,October,6,0,1,Mist,Thursday
0.22,0.2576,0.87,0.0896,3,46,49,winter,2012,January,16,0,1,Light Snow,Monday
0.6,0.6212,0.4,0.2537,55,234,289,summer,2012,September,13,0,1,Clear,Wednesday
0.32,0.3182,1.0,0.194,5,11,16,spring,2011,April,1,0,0,Mist,Saturday
0.52,0.5,0.68,0.0896,48,126,174,fall,2011,October,10,0,1,Clear,Friday
0.52,0.5,0.59,0.2537,6,8,14,fall,2012,September,4,0,0,Clear,Saturday
0.6,0.6061,0.6,0.0,53,124,177,summer,2011,September,13,0,1,Mist,Monday
0.64,0.6061,0.73,0.3582,35,164,199,spring,2011,April,9,0,1,Clear,Tuesday
0.54,0.5152,0.73,0.0896,229,312,541,winter,2012,March,16,0,0,Clear,Sunday
0.42,0.4242,0.71,0.2239,5,43,48,summer,2011,September,0,0,1,Clear,Friday
0.84,0.7576,0.41,0.2836,128,244,372,summer,2011,July,16,0,0,Clear,Sunday
0.4,0.4091,0.37,0.3881,8,122,130,winter,2011,February,9,0,1,Clear,Monday
0.36,0.3485,0.5,0.1642,0,42,42,fall,2012,October,5,0,1,Clear,Thursday
0.64,0.6212,0.44,0.3582,79,317,396,spring,2012,June,21,0,1,Clear,Wednesday
0.4,0.4091,1.0,0.2985,1,3,4,winter,2012,January,4,0,1,Mist,Friday
0.64,0.6212,0.44,0.2239,33,176,209,spring,2011,June,13,0,1,Clear,Tuesday
0.54,0.5152,1.0,0.1642,1,30,31,summer,2011,September,5,0,1,Mist,Wednesday
0.62,0.6212,0.41,0.3582,37,153,190,summer,2012,June,10,0,1,Clear,Tuesday
0.46,0.4545,0.44,0.2836,22,305,327,winter,2012,February,19,0,1,Mist,Wednesday
0.66,0.6212,0.69,0.0,5,14,19,summer,2012,July,5,1,0,Clear,Wednesday
0.14,0.1667,0.59,0.1045,2,10,12,winter,2011,January,0,0,1,Clear,Tuesday
0.78,0.7424,0.59,0.194,61,245,306,spring,2011,June,19,0,1,Clear,Friday
0.68,0.6364,0.65,0.194,2,10,12,summer,2011,August,4,0,1,Clear,Monday
0.72,0.697,0.74,0.194,11,26,37,summer,2011,July,0,0,1,Clear,Wednesday
0.32,0.3333,0.61,0.1343,22,173,195,fall,2011,December,10,0,0,Clear,Saturday
0.66,0.6061,0.83,0.3284,4,10,14,summer,2011,June,2,0,1,Clear,Friday
0.32,0.3182,0.39,0.194,34,104,138,spring,2011,March,13,0,1,Clear,Friday
0.66,0.5909,0.89,0.1343,2,9,11,summer,2012,July,1,0,1,Clear,Friday
0.52,0.5,0.72,0.2537,50,285,335,spring,2012,June,9,0,1,Mist,Tuesday
0.7,0.6515,0.54,0.194,103,464,567,summer,2012,September,16,0,1,Clear,Friday
0.82,0.803,0.59,0.0,28,121,149,summer,2011,July,12,0,1,Clear,Wednesday
0.62,0.5455,0.94,0.0896,0,24,24,fall,2011,September,5,0,1,Light Snow,Tuesday
0.76,0.7273,0.7,0.1642,31,381,412,summer,2011,July,8,0,1,Mist,Tuesday
0.2,0.197,0.51,0.2537,0,13,13,winter,2012,January,0,0,1,Clear,Tuesday
0.52,0.5,0.55,0.1045,29,121,150,spring,2011,May,22,0,1,Clear,Tuesday
0.24,0.2121,0.93,0.2985,2,34,36,spring,2011,March,6,0,1,Light Snow,Thursday
0.76,0.7273,0.66,0.5821,77,309,386,summer,2012,July,16,0,1,Light Snow,Monday
0.58,0.5455,0.49,0.4627,3,51,54,winter,2012,March,0,0,1,Mist,Friday
0.36,0.3485,0.87,0.1642,1,6,7,fall,2012,October,4,0,1,Light Snow,Tuesday
0.24,0.2273,0.93,0.2537,5,87,92,spring,2011,March,7,0,1,Light Snow,Thursday
0.24,0.2121,0.52,0.3881,9,65,74,winter,2012,December,9,0,0,Clear,Sunday
0.44,0.4394,0.88,0.0,10,32,42,winter,2012,March,2,0,0,Mist,Saturday
0.64,0.6212,0.47,0.3582,49,406,455,spring,2011,April,17,0,1,Clear,Thursday
0.32,0.303,0.49,0.2836,11,65,76,winter,2011,March,10,0,1,Clear,Wednesday
0.62,0.5909,0.73,0.2239,24,120,144,spring,2011,May,20,0,1,Mist,Friday
0.5,0.4848,0.88,0.0896,20,506,526,fall,2012,October,7,0,1,Clear,Wednesday
0.4,0.4091,0.62,0.194,16,386,402,fall,2011,October,8,0,1,Clear,Friday
0.12,0.1061,0.33,0.3582,0,29,29,winter,2011,February,22,0,1,Clear,Tuesday
0.66,0.6061,0.83,0.1642,2,35,37,summer,2012,August,5,0,1,Clear,Friday
0.4,0.4091,0.0,0.2239,1,23,24,winter,2011,March,9,0,1,Light Snow,Thursday
0.36,0.3333,0.76,0.2537,8,59,67,spring,2012,April,0,0,0,Mist,Sunday
